,median_abs_coef,median_perm_importance,presence_freq,coef_nonzero_given_present,pi_nonzero_freq,consensus_rank
core__t1ce__wavelet-LLH_glcm_Correlation,0.0,0.0,1.0,0.0,0.0,644.0
core__t1ce__wavelet-LLH_ngtdm_Complexity,0.0,0.0,0.8,0.0,0.0,644.0
core__t1ce__wavelet-LLH_ngtdm_Strength,0.0,0.0,1.0,0.3,0.1,644.0
core__t1ce__wavelet-LLL_firstorder_Median,0.0,0.0,1.0,0.2,0.1,644.0
core__t1ce__wavelet-LLL_glcm_Imc1,0.0,0.0,1.0,0.0,0.0,644.0
core__t1ce__wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.0,0.0,0.4,0.0,0.0,644.0
core__t1ce__wavelet-LLL_glszm_SizeZoneNonUniformity,0.0,0.0,1.0,0.1,0.1,644.0
core__t1ce__wavelet-LLL_ngtdm_Complexity,0.0,0.0,1.0,0.2,0.1,644.0
core__t1ce__wavelet-LLL_ngtdm_Strength,0.0,0.0,1.0,0.3,0.2,644.0
core__t2__log-sigma-0-5-mm-3D_glcm_Correlation,0.0,0.0,1.0,0.3,0.1,644.0
core__t2__log-sigma-0-5-mm-3D_glcm_InverseVariance,0.0,0.0,1.0,0.1,0.1,644.0
core__t2__log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.0,0.0,1.0,0.4,0.2,644.0
core__t2__log-sigma-3-0-mm-3D_firstorder_Median,0.0,0.0,0.7,0.0,0.0,644.0
core__t2__log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0,0.0,1.0,0.1,0.0,644.0
core__t2__log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,1.0,0.4,0.3,644.0
core__t2__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__original_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,1.0,0.4,0.3,644.0
core__t2__wavelet-HHH_firstorder_Mean,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-HHH_firstorder_Median,0.0,0.0,1.0,0.3,0.2,644.0
core__t2__wavelet-HHL_ngtdm_Contrast,0.0,0.0,1.0,0.1,0.1,644.0
core__t2__wavelet-HLH_firstorder_Median,0.0,0.0,1.0,0.1,0.1,644.0
core__t2__wavelet-HLH_glcm_ClusterShade,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-HLL_gldm_DependenceVariance,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-HLL_ngtdm_Contrast,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LHH_firstorder_Median,0.0,0.0,1.0,0.3,0.1,644.0
core__t2__wavelet-LHL_firstorder_Mean,0.0,0.0,1.0,0.1,0.1,644.0
core__t2__wavelet-LHL_glcm_Imc1,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LHL_gldm_DependenceVariance,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LHL_glszm_ZoneEntropy,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LHL_ngtdm_Contrast,0.0,0.0,1.0,0.1,0.0,644.0
core__t2__wavelet-LLH_firstorder_Mean,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LLH_ngtdm_Strength,0.0,0.0,1.0,0.0,0.0,644.0
core__t2__wavelet-LLL_ngtdm_Coarseness,0.0,0.0,1.0,0.3,0.3,644.0
core__t2__wavelet-LLL_ngtdm_Contrast,0.0,0.0,1.0,0.3,0.2,644.0
core__t1ce__wavelet-LLH_firstorder_Kurtosis,0.0,0.0,0.9,0.4444444444444444,0.3333333333333333,644.0
core__t2__wavelet-HLH_glcm_Imc2,0.0,0.0,0.7,0.0,0.0,644.0
core__flair__log-sigma-0-5-mm-3D_glszm_SmallAreaEmphasis,0.0,0.0,0.6,0.0,0.0,644.0
core__t1ce__log-sigma-0-5-mm-3D_glszm_ZoneEntropy,0.0,0.0,0.3,0.3333333333333333,0.3333333333333333,644.0
core__t1ce__wavelet-HLL_glszm_SmallAreaEmphasis,0.0,0.0,0.4,0.0,0.0,644.0
core__t1ce__wavelet-LLH_glszm_ZoneEntropy,0.0,0.0,0.4,0.0,0.0,644.0
core__flair__wavelet-HLH_glcm_Correlation,0.0,0.0,0.1,0.0,0.0,644.0
core__t2__log-sigma-1-0-mm-3D_ngtdm_Contrast,0.0,0.0,0.1,0.0,0.0,644.0
core__t2__wavelet-HLL_firstorder_Skewness,0.0,0.0,0.1,0.0,0.0,644.0
core__t2__wavelet-HLL_ngtdm_Strength,0.0,0.0,0.2,0.0,0.0,644.0
core__t1__log-sigma-0-5-mm-3D_glcm_MCC,0.11699118609705976,-0.00032796089902889904,1.0,0.9,0.4,644.0
core__t1__wavelet-LLL_firstorder_Kurtosis,0.00023435893454115745,-1.1102230246251565e-16,1.0,0.5,0.2,649.0
core__t1__wavelet-HHL_glszm_ZoneEntropy,0.11531960225496987,-0.0011866284699335091,1.0,0.8,0.3,652.0
core__flair__wavelet-LLL_firstorder_RootMeanSquared,0.09104646270329657,-0.00021863150611724723,1.0,0.7,0.2,658.0
core__t1__wavelet-LHL_glrlm_RunEntropy,0.06244618174435503,-9.992007221626409e-16,1.0,0.6,0.2,664.5
core__t1__wavelet-HHL_ngtdm_Contrast,0.07206200555739897,-0.0001564366005368706,1.0,0.7,0.2,671.0
core__t1ce__wavelet-HHH_glcm_Idm,0.09169758340234596,-0.0038095181553263013,0.4,0.75,0.25,674.0
core__t1ce__wavelet-HLL_ngtdm_Contrast,0.023607909514242565,-2.220446049250313e-16,1.0,0.5,0.2,677.5
core__t1ce__wavelet-LLL_glszm_ZoneVariance,0.05697530015262871,-3.5801670543750274e-06,1.0,0.8,0.3,678.0
core__t1ce__log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.07652742290750802,-0.0011128537660423815,1.0,0.8,0.2,680.0
core__t2__wavelet-LLL_glszm_SizeZoneNonUniformity,0.06784329271701187,-0.0004982022077125023,1.0,1.0,0.4,682.0
core__flair__wavelet-HLL_glcm_MCC,0.018532979866549375,-2.220446049250313e-16,1.0,0.5,0.2,683.5
core__t1__wavelet-LHL_glcm_MCC,0.07622130911088719,-0.0023775484907277745,1.0,0.7,0.1,685.0
core__t1__wavelet-LLH_ngtdm_Contrast,0.01804109000283902,-2.220446049250313e-16,1.0,0.5,0.2,685.5
core__flair__original_glszm_SmallAreaEmphasis,0.035063897754392025,-1.6376479198955128e-05,1.0,0.6,0.1,698.0
core__t1ce__log-sigma-0-5-mm-3D_firstorder_Kurtosis,0.03840524946287678,-0.00019051803251314946,1.0,0.8,0.3,698.0
core__t2__wavelet-HLH_glcm_MaximumProbability,0.01060571308883045,-2.220446049250313e-16,1.0,0.5,0.2,698.5
core__flair__log-sigma-0-5-mm-3D_firstorder_Skewness,0.025991649442841297,-9.992007221626409e-16,1.0,0.6,0.2,699.5
core__t2__wavelet-HLL_glszm_ZoneEntropy,0.03824463710271903,-0.00026548836066858205,1.0,0.7,0.1,703.0
core__t1__wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.05340655338274636,-0.003006708444338877,1.0,0.7,0.1,705.0
core__t2__wavelet-HHL_glcm_ClusterShade,0.025644733420196644,-9.203054552159307e-06,1.0,0.7,0.2,710.0
core__t2__wavelet-LLL_glcm_Idn,0.0020341689204274246,-2.220446049250313e-16,1.0,0.5,0.2,711.5
core__t1ce__wavelet-HHL_ngtdm_Strength,0.030644279485649076,-0.0007947249139271795,0.1,1.0,0.0,721.0
core__t1__wavelet-LLL_ngtdm_Strength,0.010368072916008634,-9.992007221626409e-16,1.0,0.5,0.1,726.5
core__t2__original_shape_Maximum3DDiameter,0.015200714815449101,-2.4950443186722015e-05,0.7,0.7142857142857143,0.14285714285714285,728.0
core__t2__original_shape_Elongation,0.005805325443928334,-9.992007221626409e-16,1.0,0.6,0.2,730.5
core__t1__wavelet-HHH_firstorder_Median,0.014336352483988823,-0.00014267993125058136,1.0,0.5,0.0,732.0
core__flair__wavelet-HHH_firstorder_Skewness,0.0023810523722290603,-9.992007221626409e-16,1.0,0.5,0.1,736.5
core__t1ce__wavelet-LLL_ngtdm_Busyness,0.00391126089071904,-6.754644687254368e-05,0.8,0.5,0.0,744.0
core__flair__log-sigma-0-5-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-1.1102230246251565e-16,1.0,0.2,0.0,772.5
core__flair__log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__flair__original_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__flair__wavelet-HHH_glcm_Idm,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__flair__wavelet-HHL_glszm_ZoneEntropy,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__flair__wavelet-HLH_firstorder_Mean,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__flair__wavelet-HLH_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__flair__wavelet-HLL_gldm_DependenceVariance,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__flair__wavelet-LHH_firstorder_Median,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__flair__wavelet-LHH_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__flair__wavelet-LHL_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__flair__wavelet-LHL_ngtdm_Complexity,0.0,-1.1102230246251565e-16,1.0,0.4,0.0,772.5
core__flair__wavelet-LLL_glcm_MCC,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__flair__wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__log-sigma-0-5-mm-3D_glszm_ZoneEntropy,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__log-sigma-0-5-mm-3D_ngtdm_Complexity,0.0,-1.1102230246251565e-16,0.6,0.16666666666666666,0.0,772.5
core__t1__log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__t1__log-sigma-3-0-mm-3D_glcm_MCC,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,-1.1102230246251565e-16,1.0,0.4,0.2,772.5
core__t1__wavelet-HHL_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__wavelet-HLH_firstorder_Median,0.0,-1.1102230246251565e-16,1.0,0.4,0.2,772.5
core__t1__wavelet-HLL_firstorder_Skewness,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__t1__wavelet-HLL_glcm_Correlation,0.0,-1.1102230246251565e-16,1.0,0.3,0.1,772.5
core__t1__wavelet-HLL_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__wavelet-LHH_firstorder_Median,0.0,-1.1102230246251565e-16,1.0,0.2,0.0,772.5
core__t1__wavelet-LHH_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1__wavelet-LHL_gldm_DependenceVariance,0.0,-1.1102230246251565e-16,1.0,0.4,0.2,772.5
core__t1__wavelet-LLH_glcm_Correlation,0.0,-1.1102230246251565e-16,1.0,0.3,0.1,772.5
core__t1ce__log-sigma-0-5-mm-3D_ngtdm_Contrast,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__log-sigma-3-0-mm-3D_firstorder_Skewness,0.0,-1.1102230246251565e-16,1.0,0.3,0.1,772.5
core__t1ce__original_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.3,0.2,772.5
core__t1ce__original_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,0.8,0.25,0.125,772.5
core__t1ce__wavelet-HHL_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.4,0.2,772.5
core__t1ce__wavelet-HHL_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,1.0,0.4,0.2,772.5
core__t1ce__wavelet-HHL_ngtdm_Contrast,0.0,-1.1102230246251565e-16,1.0,0.2,0.0,772.5
core__t1ce__wavelet-HLH_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__wavelet-HLL_firstorder_Skewness,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__t1ce__wavelet-HLL_ngtdm_Complexity,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__t1ce__wavelet-LHH_gldm_DependenceVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__wavelet-LLH_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t1ce__wavelet-LLL_glcm_MCC,0.0,-1.1102230246251565e-16,1.0,0.2,0.1,772.5
core__t1ce__wavelet-LLL_ngtdm_Contrast,0.0,-1.1102230246251565e-16,1.0,0.3,0.1,772.5
core__t2__log-sigma-0-5-mm-3D_ngtdm_Contrast,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,-1.1102230246251565e-16,1.0,0.2,0.0,772.5
core__t2__log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__log-sigma-3-0-mm-3D_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__original_firstorder_Minimum,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__t2__original_glcm_InverseVariance,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-HHH_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-HHL_glszm_ZoneEntropy,0.0,-1.1102230246251565e-16,1.0,0.3,0.0,772.5
core__t2__wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-LHH_glcm_ClusterShade,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-LHH_glrlm_RunEntropy,0.0,-1.1102230246251565e-16,0.8,0.125,0.0,772.5
core__t2__wavelet-LLH_glcm_Imc2,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-LLH_glcm_MCC,0.0,-1.1102230246251565e-16,1.0,0.1,0.0,772.5
core__t2__wavelet-LLL_glcm_Imc1,0.0,-1.1102230246251565e-16,1.0,0.4,0.1,772.5
core__t2__wavelet-LLL_glszm_ZoneVariance,0.0,-1.1102230246251565e-16,0.2,0.0,0.0,772.5
core__t1ce__wavelet-LHH_glszm_ZoneEntropy,0.0,-1.1102230246251565e-16,0.4,0.0,0.0,772.5
core__t2__wavelet-HHH_glcm_Imc2,0.0,-1.1102230246251565e-16,0.4,0.0,0.0,772.5
core__t2__wavelet-HHH_glszm_SmallAreaEmphasis,0.0,-1.1102230246251565e-16,0.4,0.25,0.0,772.5
core__t1__log-sigma-3-0-mm-3D_ngtdm_Contrast,0.0,-1.1102230246251565e-16,0.2,0.0,0.0,772.5
core__t2__wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.0,-1.1102230246251565e-16,0.4,0.25,0.0,772.5
core__flair__log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0,-2.220446049250313e-16,1.0,0.2,0.0,838.0
core__flair__wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__flair__wavelet-HLL_glcm_InverseVariance,0.0,-2.220446049250313e-16,1.0,0.3,0.1,838.0
core__flair__wavelet-LHL_glcm_MCC,0.0,-2.220446049250313e-16,1.0,0.4,0.2,838.0
core__flair__wavelet-LLL_ngtdm_Strength,0.0,-2.220446049250313e-16,0.7,0.0,0.0,838.0
core__t1__log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0,-2.220446049250313e-16,1.0,0.4,0.0,838.0
core__t1__wavelet-HHH_firstorder_Skewness,0.0,-2.220446049250313e-16,1.0,0.2,0.0,838.0
core__t1__wavelet-HHH_glcm_MaximumProbability,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t1__wavelet-HHL_glszm_SmallAreaEmphasis,0.0,-2.220446049250313e-16,1.0,0.2,0.0,838.0
core__t1__wavelet-HHL_ngtdm_Strength,0.0,-2.220446049250313e-16,0.9,0.4444444444444444,0.2222222222222222,838.0
core__t1__wavelet-HLL_glcm_ClusterShade,0.0,-2.220446049250313e-16,0.9,0.3333333333333333,0.0,838.0
core__t1__wavelet-LLH_firstorder_Median,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t1__wavelet-LLH_glcm_MCC,0.0,-2.220446049250313e-16,1.0,0.4,0.2,838.0
core__t1__wavelet-LLL_glcm_MCC,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t1__wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t1ce__wavelet-HHH_firstorder_Mean,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t1ce__wavelet-HLL_ngtdm_Strength,0.0,-2.220446049250313e-16,1.0,0.3,0.1,838.0
core__t1ce__wavelet-LHH_ngtdm_Contrast,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t1ce__wavelet-LHL_firstorder_Mean,0.0,-2.220446049250313e-16,1.0,0.3,0.1,838.0
core__t1ce__wavelet-LHL_glcm_MCC,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t1ce__wavelet-LHL_ngtdm_Complexity,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t2__log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,-2.220446049250313e-16,1.0,0.2,0.0,838.0
core__t2__log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t2__log-sigma-3-0-mm-3D_ngtdm_Contrast,0.0,-2.220446049250313e-16,1.0,0.3,0.1,838.0
core__t2__wavelet-HHH_glcm_MaximumProbability,0.0,-2.220446049250313e-16,1.0,0.2,0.0,838.0
core__t2__wavelet-HHL_glcm_MCC,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t2__wavelet-LLH_firstorder_Skewness,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t2__wavelet-LLH_glcm_ClusterShade,0.0,-2.220446049250313e-16,1.0,0.4,0.1,838.0
core__t2__wavelet-LLL_glszm_ZoneEntropy,0.0,-2.220446049250313e-16,1.0,0.3,0.0,838.0
core__t1__wavelet-LHH_firstorder_Kurtosis,0.0,-2.220446049250313e-16,0.5,0.2,0.0,838.0
core__t1__wavelet-LLL_glcm_InverseVariance,0.0,-2.220446049250313e-16,0.8,0.25,0.0,838.0
core__t1ce__wavelet-LLH_glcm_Imc1,0.0,-2.220446049250313e-16,0.6,0.16666666666666666,0.0,838.0
core__t1ce__log-sigma-3-0-mm-3D_glcm_Imc1,0.0,-2.220446049250313e-16,0.7,0.14285714285714285,0.0,838.0
core__t1ce__wavelet-LHH_glcm_Correlation,0.0,-2.220446049250313e-16,0.3,0.0,0.0,838.0
core__t2__log-sigma-1-0-mm-3D_glcm_MCC,0.0,-8.881784197001252e-16,0.4,0.25,0.0,859.5
core__t1ce__wavelet-HLH_glszm_SmallAreaEmphasis,0.0,-9.992007221626409e-16,1.0,0.4,0.0,865.0
core__t2__original_glszm_SmallAreaEmphasis,0.0,-9.992007221626409e-16,1.0,0.4,0.0,865.0
core__t2__original_shape_Flatness,0.0,-9.992007221626409e-16,1.0,0.4,0.0,865.0
core__t2__wavelet-LHL_glcm_ClusterShade,0.0,-9.992007221626409e-16,1.0,0.4,0.0,865.0
core__t2__wavelet-LHH_glrlm_ShortRunEmphasis,0.0,-1.7763568394002505e-15,0.1,0.0,0.0,870.5
